A3S61,L0027,23200307,5,1,11,2023,SI
TWZLI,L0007,23200267,4,6,8,2023,NO
QCUNY,L0012,23200280,6,2,2,2023,SI
TAWL7,L0023,23200249,3,6,4,2024,SI
AYS7D,C0032,23200248,4,5,10,2024,NO
S7FJS,C0001,23200253,6,4,4,2024,SI
OJ529,L0017,23200321,5,6,5,2023,NO
WPSDE,C0037,23200276,1,4,8,2023,NO
QBQB9,C0022,23200263,6,2,1,2023,SI
IX4B0,C0022,23200313,5,1,6,2023,NO
61OKR,C0034,23200283,4,2,12,2023,SI
4YNTN,C0019,23200327,4,7,6,2024,NO
OM6KP,C0020,23200304,6,5,8,2023,SI
J27JY,C0004,23200334,6,4,1,2023,SI
X09A1,C0006,23200120,1,4,4,2023,SI
FPNRP,L0006,23200332,5,5,2,2024,SI
2NJ5H,L0009,23200253,6,2,6,2023,NO
ISDSJ,L0008,23200097,2,7,11,2023,NO
75RG5,C0023,23200288,3,5,7,2023,SI
GRZMF,L0003,23200251,4,7,4,2024,NO
1GUEB,C0003,23200309,1,1,4,2024,NO
AFFGZ,L0028,23200328,5,4,7,2023,SI
GSKFL,C0016,23200238,4,2,2,2023,SI
F2JHV,C0019,23200245,6,3,5,2023,SI
0KTHG,C0030,23200338,4,3,1,2023,SI
PJ4Q0,L0009,23200307,1,2,3,2024,NO
831R4,L0031,23200083,4,3,7,2023,SI
L8FFK,C0033,23200117,5,7,2,2023,SI
JC3QI,C0027,23200329,4,5,8,2024,NO
IRTFD,C0030,23200096,3,5,9,2023,NO
ZSWW9,L0019,23200311,4,3,2,2023,SI
UF5C2,L0018,23200331,6,4,11,2024,NO
RF0O1,L0013,23200293,4,6,9,2023,SI
A15PV,C0019,23200310,5,5,4,2023,SI
ISDQE,C0016,23200097,6,7,6,2023,SI
JUP71,L0033,23200097,4,1,7,2024,NO
I6L4M,C0027,23200120,2,4,9,2023,NO
1AM36,C0020,23200097,1,6,8,2024,SI
CMDSV,C0018,23200270,2,3,4,2024,NO
3GIF1,C0005,23200274,4,6,9,2023,NO
589Z5,C0008,23200108,6,6,10,2024,NO
6GVWA,C0014,23200091,6,5,6,2024,NO
3ZMCL,L0036,23200334,5,7,10,2023,SI
820B7,L0014,23200321,2,6,11,2023,NO
XDZ3A,L0029,23200301,4,3,3,2024,NO
QMV3N,L0006,23200309,5,6,4,2023,NO
70NF8,L0037,23200242,2,1,5,2024,SI
3ALS0,L0030,23200088,2,6,6,2024,SI
17AK5,C0038,23200120,4,4,11,2024,NO
LOW8S,L0037,23200316,5,3,8,2024,NO
KT79Q,C0028,23200291,2,6,4,2023,NO
J41JQ,L0028,23200237,1,5,6,2023,SI
7WG7G,L0037,23200108,2,2,1,2023,SI
5XB83,C0016,23200250,1,4,6,2024,SI
RITPW,L0026,23200279,6,7,1,2023,SI
XRMYG,C0032,23200244,5,1,2,2024,NO
SIHYK,L0022,23200338,4,1,6,2023,NO
R8DV6,C0019,23200099,3,3,12,2024,SI
CHNCG,L0004,23200246,1,2,7,2023,NO
1427Z,L0034,23200323,2,6,10,2024,NO
PSQHZ,C0030,23200276,4,6,10,2024,NO
ZDIFH,L0018,23200082,5,3,4,2023,NO
12PKR,L0014,23200078,1,7,11,2024,SI
YV3VJ,L0022,23200312,6,3,11,2023,NO
M4UAL,C0033,23200276,5,5,3,2023,SI
YQABJ,L0021,23200122,4,6,3,2023,SI
V5JIE,L0005,23200252,5,3,1,2024,NO
F6P5K,L0034,23200092,2,7,8,2024,NO
SLUF4,L0005,23200119,2,6,12,2024,NO
FI6UB,C0024,23200081,1,4,4,2024,SI
JKIN2,L0006,23200125,2,3,1,2024,SI
GFRCZ,L0040,23200308,3,7,6,2023,NO
F9DN6,C0018,23200255,4,5,3,2023,SI
H0U76,C0024,23200280,2,7,10,2023,NO
0GI0W,L0003,23200289,4,4,2,2024,SI
888HH,C0014,23200276,5,1,10,2024,SI
N4F68,L0022,23200094,4,5,8,2023,NO
QFD46,L0033,23200293,1,7,5,2024,NO
V4CQS,C0002,23200309,5,1,5,2024,NO
ZZQ8Z,L0003,23200288,2,7,6,2024,NO
A38LY,L0022,23200337,1,5,1,2024,SI
K5LBM,C0001,23200293,5,5,8,2024,SI
VUUQM,C0005,23200244,1,7,7,2024,NO
2UY08,L0018,23200121,1,3,2,2023,NO
6078K,C0002,23200286,5,3,7,2023,NO
0VXUO,L0031,23200264,2,3,9,2023,SI
7HNWY,C0008,23200249,5,7,7,2023,NO
NHL4D,C0036,23200103,5,4,11,2023,NO
MVZYD,C0036,23200075,2,4,10,2023,NO
8EKFM,C0005,23200090,3,1,3,2023,NO
KT80V,L0008,23200281,3,3,3,2024,SI
JZ9D9,L0006,23200078,1,5,9,2023,NO
4RAQE,L0003,23200089,4,4,12,2023,SI
J42SB,C0025,23200095,5,4,11,2023,NO
20JMV,C0037,23200112,4,4,9,2023,NO
8PJ1A,L0004,23200093,3,7,1,2023,NO
GWSKZ,L0024,23200283,3,1,9,2024,SI
OELVQ,L0001,23200302,2,2,11,2023,NO
BCLN7,C0023,23200092,6,1,1,2024,SI
KIWIP,L0038,23200305,5,3,9,2024,NO
K8T6R,L0017,23200075,6,1,1,2024,NO
IXTHB,L0032,23200112,5,2,5,2023,SI
MM9X9,C0013,23200124,2,6,10,2023,SI
T6L6V,L0024,23200294,6,4,5,2024,SI
XALL8,C0022,23200336,6,6,5,2023,NO
XNX51,L0009,23200319,5,5,9,2023,NO
LPTYQ,L0027,23200241,3,5,10,2024,NO
8LQM1,C0029,23200306,5,6,12,2024,SI
C26H2,L0023,23200076,3,2,2,2024,NO
1T9X4,L0002,23200280,3,2,7,2024,SI
1T4EM,C0013,23200279,1,5,10,2024,NO
MX6BB,L0031,23200091,2,1,9,2023,NO
KVNG8,C0019,23200281,6,2,3,2024,NO
0AZ61,C0036,23200082,4,5,7,2023,SI
YU0F9,L0007,23200333,6,2,1,2023,NO
7GQTY,C0018,23200089,5,7,5,2023,NO
O67GD,L0010,23200299,2,7,12,2023,NO
3OQUL,C0022,23200291,5,1,7,2023,SI
SE7XD,L0035,23200306,5,1,10,2024,NO
1BRY2,C0033,23200244,3,3,4,2024,NO
HGC29,L0018,23200287,6,1,3,2023,SI
01BYM,L0040,23200109,4,3,5,2024,SI
VVD8H,C0009,23200081,5,1,2,2023,NO
LXKF9,C0027,23200100,3,7,5,2024,NO
6NJ7L,C0037,23200083,6,3,7,2023,NO
7NFZI,L0007,23200307,4,1,4,2023,SI
EY91Z,C0022,23200248,5,4,2,2024,SI
BQA9V,C0009,23200286,3,3,7,2023,SI
B77X5,C0001,23200101,4,2,8,2024,NO
PKQ4L,C0007,23200327,4,2,12,2024,SI
2UMET,C0028,23200269,1,7,1,2023,SI
468QD,C0024,23200309,4,3,9,2023,NO
OMJEA,C0004,23200238,5,7,4,2023,SI
EYFFU,C0008,23200298,6,2,3,2024,NO
6UQL1,L0012,23200083,4,7,3,2023,SI
XXAWJ,C0020,23200307,5,4,6,2024,SI
0JLRD,C0020,23200259,6,7,6,2024,NO
EI2YF,L0026,23200333,3,7,7,2023,NO
UV7YW,C0008,23200103,5,2,4,2024,NO
HD73X,C0019,23200075,5,1,7,2024,NO
UTVNA,C0036,23200113,3,3,7,2023,SI
3RF0B,L0004,23200314,6,2,1,2023,SI
RBWVO,C0015,23200270,6,4,1,2023,NO
ROQAS,C0013,23200337,2,4,2,2024,SI
F1NF5,C0038,23200329,3,7,6,2023,NO
3WZBR,L0029,23200254,1,5,7,2024,NO
PBMTI,L0007,23200256,1,3,7,2023,SI
PJMQ8,C0015,23200289,6,1,6,2024,NO
H7AVR,C0002,23200267,2,4,8,2024,NO
F0G6X,C0034,23200085,2,7,2,2024,SI
LPSQW,L0002,23200280,4,6,2,2024,SI
HQD9S,C0023,23200110,3,6,3,2023,SI
NJ076,C0036,23200119,1,3,9,2024,NO
138CC,C0018,23200289,1,7,8,2023,NO
C8K3M,L0028,23200279,3,3,1,2023,NO
5Q3MX,L0015,23200286,1,3,8,2023,SI
1V58F,L0024,23200116,2,1,1,2024,NO
RQQW9,C0037,23200112,4,1,6,2024,NO
G8ZIZ,L0037,23200100,2,3,2,2023,NO
SGUWZ,L0022,23200309,5,1,2,2023,SI
8AH9V,L0029,23200087,6,4,1,2023,NO
WLY0E,C0031,23200094,3,2,9,2024,SI
S3F1W,L0005,23200323,5,1,4,2023,NO
6U3GF,C0023,23200257,2,4,7,2023,SI
7XSGA,C0001,23200333,4,1,3,2023,NO
52Q6L,L0032,23200314,6,7,12,2023,NO
51A48,L0038,23200300,4,2,1,2023,NO
06C1J,C0009,23200280,5,4,8,2024,NO
SZUCT,C0017,23200269,4,4,12,2024,NO
NXRCH,L0028,23200114,4,4,3,2023,NO
CDV6U,C0019,23200324,2,1,12,2023,SI
Y2Q4C,L0026,23200107,2,1,6,2023,NO
H77W7,L0001,23200329,4,24,6,2024,SI
